
166.846,FistHold,0, Training
167.8,FistHold,0, Training
168.4467,FistHold,0, Training
169.04,FistHold,0, Training
169.6362,FistHold,0, Training
170.2694,FistHold,0, Training
170.9439,FistHold,0, Training
171.6099,FistHold,0, Training
172.2658,FistHold,0, Training
172.9702,FistHold,0, Training
181.527,Gaze,0, Training
182.8576,Gaze,0, Training
183.0087,SpreadHold,0, Training
183.5278,SpreadHold,0, Training
185.6841,Gaze,0, Training
186.1805,Gaze,0, Training
188.1675,Tap,0, Training
Fire,(-1.8, -0.7, 4.3)
FireAlarm,(-4.8, -0.1, -2.0)
FireExtinguisher,(0.6, -1.5, -0.5)
ShipPhone,(-2.3, -0.6, -1.1)
